,College,Course Code,Credits,Section Num,Course Name,Section type,Department,Instructor,Number of student In Section,Max Number Of Students,Hall,Building,Hall Type,Day,Room Capcity,From Time,To Time,Duration,Exam Date/Time,Exam Building,Exam Hall,Course Language,Teaching Hours
0,College of Economics and Political Science,ACCT3111,3.0,01,Principles of Financial & Management Accounting,LEC,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,65,E14,E Common Teaching,Classroom,SUN,120,480,590,110,1798356600+10800,,,English,2.0
1,College of Economics and Political Science,ACCT3111,3.0,01,Principles of Financial & Management Accounting,Tutorial,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,65,E14,E Common Teaching,Classroom,TUE,120,480,590,110,1798356600+10800,,,English,2.0
2,College of Economics and Political Science,ACCT3111,3.0,02,Principles of Financial & Management Accounting,LEC,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,65,E14,E Common Teaching,Classroom,SUN,120,720,830,110,1798356600+10800,,,English,2.0
3,College of Economics and Political Science,ACCT3111,3.0,02,Principles of Financial & Management Accounting,Tutorial,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,65,E14,E Common Teaching,Classroom,TUE,120,720,830,110,1798356600+10800,,,English,2.0
4,College of Economics and Political Science,ACCT3111,3.0,03,Principles of Financial & Management Accounting,LEC,Department of Accounting,Ghalia Mubark Said Al-Fori,0,65,E14,E Common Teaching,Classroom,MON,120,480,590,110,1798356600+10800,,,English,2.0
5,College of Economics and Political Science,ACCT3111,3.0,03,Principles of Financial & Management Accounting,Tutorial,Department of Accounting,Ghalia Mubark Said Al-Fori,0,65,E14,E Common Teaching,Classroom,WED,120,480,590,110,1798356600+10800,,,English,2.0
6,College of Economics and Political Science,ACCT3111,3.0,04,Principles of Financial & Management Accounting,LEC,Department of Accounting,Ghalia Mubark Said Al-Fori,0,65,E05,E Common Teaching,Classroom,MON,65,600,710,110,1798356600+10800,,,English,2.0
7,College of Economics and Political Science,ACCT3111,3.0,04,Principles of Financial & Management Accounting,Tutorial,Department of Accounting,Ghalia Mubark Said Al-Fori,0,65,E05,E Common Teaching,Classroom,WED,65,600,710,110,1798356600+10800,,,English,2.0
8,College of Economics and Political Science,ACCT3113,3.0,01,Intermediate Financial Accounting (1),LEC,Department of Accounting,SABRINA MAGHRAB RASHID AL-ASMI,0,40,E08,E Common Teaching,Classroom,MON,65,600,710,110,1799233200+10800,,,English,2.0
9,College of Economics and Political Science,ACCT3113,3.0,01,Intermediate Financial Accounting (1),Tutorial,Department of Accounting,SABRINA MAGHRAB RASHID AL-ASMI,0,40,E08,E Common Teaching,Classroom,WED,65,600,710,110,1799233200+10800,,,English,2.0
10,College of Economics and Political Science,ACCT3113,3.0,02,Intermediate Financial Accounting (1),LEC,Department of Accounting,SABRINA MAGHRAB RASHID AL-ASMI,0,40,E05,E Common Teaching,Classroom,MON,65,855,965,110,1799233200+10800,,,English,2.0
11,College of Economics and Political Science,ACCT3113,3.0,02,Intermediate Financial Accounting (1),Tutorial,Department of Accounting,SABRINA MAGHRAB RASHID AL-ASMI,0,40,E05,E Common Teaching,Classroom,WED,65,855,965,110,1799233200+10800,,,English,2.0
12,College of Economics and Political Science,ACCT3114,3.0,01,Intermediate Financial Accounting (2),LEC,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,40,E09,E Common Teaching,Classroom,MON,65,600,710,110,1799146800+10800,,,English,2.0
13,College of Economics and Political Science,ACCT3114,3.0,01,Intermediate Financial Accounting (2),Tutorial,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,40,E09,E Common Teaching,Classroom,WED,65,600,710,110,1799146800+10800,,,English,2.0
14,College of Economics and Political Science,ACCT3122,3.0,01,Intermediate Management Accounting,LEC,Department of Accounting,HIDAYA MUSTAFA ALI AL LAWATI,0,40,E05,E Common Teaching,Classroom,MON,65,480,590,110,1799146800+10800,,,English,2.0
15,College of Economics and Political Science,ACCT3122,3.0,01,Intermediate Management Accounting,Tutorial,Department of Accounting,HIDAYA MUSTAFA ALI AL LAWATI,0,40,E05,E Common Teaching,Classroom,WED,65,480,590,110,1799146800+10800,,,English,2.0
16,College of Economics and Political Science,ACCT3131,3.0,01,Accounting Information Systems,LEC,Department of Accounting,THILINA NIROSHAN,0,28,E04,E Common Teaching,Computer Room,SUN,32,720,830,110,,,,English,2.0
17,College of Economics and Political Science,ACCT3131,3.0,01,Accounting Information Systems,LAB,Department of Accounting,THILINA NIROSHAN,0,28,E04,E Common Teaching,Computer Room,TUE,32,720,830,110,,,,English,2.0
18,College of Economics and Political Science,ACCT3131,3.0,02,Accounting Information Systems,LEC,Department of Accounting,THILINA NIROSHAN,0,28,E04,E Common Teaching,Computer Room,SUN,32,855,965,110,,,,English,2.0
19,College of Economics and Political Science,ACCT3131,3.0,02,Accounting Information Systems,LAB,Department of Accounting,THILINA NIROSHAN,0,28,E04,E Common Teaching,Computer Room,TUE,32,855,965,110,,,,English,2.0
20,College of Economics and Political Science,ACCT3161,3.0,01,Financial Statement Analysis,LEC,Department of Accounting,YASIR GHULAM MOHD ABDUL RAHIM AL BALUSHI,0,40,E06,E Common Teaching,Classroom,SUN,65,720,830,110,,,,English,2.0
21,College of Economics and Political Science,ACCT3161,3.0,01,Financial Statement Analysis,Tutorial,Department of Accounting,YASIR GHULAM MOHD ABDUL RAHIM AL BALUSHI,0,40,E06,E Common Teaching,Classroom,TUE,65,720,830,110,,,,English,2.0
22,College of Economics and Political Science,ACCT4002,3.0,01,Industry Immersion in Accounting I,Internship,Department of Accounting,IRAM FATIMA ARIF MAHMOOD ANSARI,0,20,FLD,Field,Off Campus Educational Practicles,THU,3000,855,905,50,,,,English,9.0
23,College of Economics and Political Science,ACCT4116,3.0,01,Advanced Financial Accounting,LEC,Department of Accounting,SABRINA MAGHRAB RASHID AL-ASMI,0,40,E05,E Common Teaching,Classroom,SUN,65,855,965,110,1798948800+10800,,,English,2.0
24,College of Economics and Political Science,ACCT4116,3.0,01,Advanced Financial Accounting,Tutorial,Department of Accounting,SABRINA MAGHRAB RASHID AL-ASMI,0,40,E05,E Common Teaching,Classroom,TUE,65,855,965,110,1798948800+10800,,,English,2.0
25,College of Economics and Political Science,ACCT4123,3.0,01,Advanced Management Accounting,LEC,Department of Accounting,YASIR GHULAM MOHD ABDUL RAHIM AL BALUSHI,0,40,E07,E Common Teaching,Classroom,SUN,65,480,590,110,1799146800+10800,,,English,2.0
26,College of Economics and Political Science,ACCT4123,3.0,01,Advanced Management Accounting,Tutorial,Department of Accounting,YASIR GHULAM MOHD ABDUL RAHIM AL BALUSHI,0,40,E07,E Common Teaching,Classroom,TUE,65,480,590,110,1799146800+10800,,,English,2.0
27,College of Economics and Political Science,ACCT4141,3.0,01,Auditing,LEC,Department of Accounting,THILINA NIROSHAN,0,40,E07,E Common Teaching,Classroom,MON,65,855,965,110,1799294400+10800,,,English,2.0
28,College of Economics and Political Science,ACCT4141,3.0,01,Auditing,Tutorial,Department of Accounting,THILINA NIROSHAN,0,40,E07,E Common Teaching,Classroom,WED,65,855,965,110,1799294400+10800,,,English,2.0
29,College of Economics and Political Science,ACCT4143,3.0,01,Internal Auditing,LEC,Department of Accounting,IRAM FATIMA ARIF MAHMOOD ANSARI,0,40,E05,E Common Teaching,Classroom,MON,65,720,830,110,1799208000+10800,,,English,2.0
30,College of Economics and Political Science,ACCT4143,3.0,01,Internal Auditing,Tutorial,Department of Accounting,IRAM FATIMA ARIF MAHMOOD ANSARI,0,40,E05,E Common Teaching,Classroom,WED,65,720,830,110,1799208000+10800,,,English,2.0
31,College of Economics and Political Science,ACCT4155,3.0,01,Accounting for Oil and Gas Industry,LEC,Department of Accounting,Peter B Olufemi Oyelere,0,40,E05,E Common Teaching,Classroom,SUN,65,600,710,110,1799208000+10800,,,English,2.0
32,College of Economics and Political Science,ACCT4155,3.0,01,Accounting for Oil and Gas Industry,Tutorial,Department of Accounting,Peter B Olufemi Oyelere,0,40,E05,E Common Teaching,Classroom,THU,65,600,710,110,1799208000+10800,,,English,2.0
33,College of Economics and Political Science,ACCT4166,3.0,01,Special Topics in Accounting,LEC,Department of Accounting,MARWA ABDULLAH SALIM AL-KALBANI,0,40,E07,E Common Teaching,Classroom,MON,65,480,590,110,1799035200+10800,,,English,2.0
34,College of Economics and Political Science,ACCT4166,3.0,01,Special Topics in Accounting,Seminar,Department of Accounting,MARWA ABDULLAH SALIM AL-KALBANI,0,40,E07,E Common Teaching,Classroom,WED,65,480,530,50,1799035200+10800,,,English,1.0
35,College of Economics and Political Science,ACCT4182,3.0,01,Taxation,LEC,Department of Accounting,MARWA ABDULLAH SALIM AL-KALBANI,0,50,E06,E Common Teaching,Classroom,MON,65,720,830,110,1799208000+10800,,,English,2.0
36,College of Economics and Political Science,ACCT4182,3.0,01,Taxation,Tutorial,Department of Accounting,MARWA ABDULLAH SALIM AL-KALBANI,0,50,E06,E Common Teaching,Classroom,WED,65,720,830,110,1799208000+10800,,,English,2.0
37,College of Economics and Political Science,ACCT4282,3.0,01,Advanced Taxation,LEC,Department of Accounting,MARWA ABDULLAH SALIM AL-KALBANI,0,40,E06,E Common Teaching,Classroom,SUN,65,480,590,110,1798430400+10800,,,English,2.0
38,College of Economics and Political Science,ACCT4282,3.0,01,Advanced Taxation,Tutorial,Department of Accounting,MARWA ABDULLAH SALIM AL-KALBANI,0,40,E06,E Common Teaching,Classroom,TUE,65,480,590,110,1798430400+10800,,,English,2.0
39,College of Economics and Political Science,ACCT5111,3.0,01,Principles of Accounting,LEC,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,30,FRM,Faculty Room,Seminar Room,WED,999,975,1085,110,1798455600+10800,,,English,2.0
40,College of Economics and Political Science,ACCT5111,3.0,01,Principles of Accounting,Tutorial,Department of Accounting,SAIF ABDULLAH SAIF AL-SHIDI,0,30,FRM,Faculty Room,Seminar Room,WED,999,1095,1205,110,1798455600+10800,,,English,2.0
41,College of Agricultural and Marine Sciences,ANVS2000,2.0,01,Omani Wildlife Wonders (Arabic) (UE),LEC,Department of Animal and Veterinary Sciences,AHMED SALEH ALI AL ANSARI,0,150,DLR,Distance Learning,Distance Learning Room,THU,500,480,590,110,,,,Arabic,2.0
42,College of Agricultural and Marine Sciences,ANVS2101,3.0,01,Introduction to Animal Science,LEC,Department of Animal and Veterinary Sciences,HANI MOHAMMED MOHAMMED ALZAIAT,0,50,D01,D Common Teaching,Classroom,SUN,55,480,590,110,1798430400+10800,,,English,2.0
43,College of Agricultural and Marine Sciences,ANVS2101,3.0,01,Introduction to Animal Science,LAB,Department of Animal and Veterinary Sciences,HANI MOHAMMED MOHAMMED ALZAIAT,0,50,FLD,Field,Off Campus Educational Practicles,TUE,3000,480,590,110,1798430400+10800,,,English,2.0
44,College of Agricultural and Marine Sciences,ANVS2201,3.0,01,Introduction to Veterinary Technology,LEC,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,50,D01,D Common Teaching,Classroom,SUN,55,600,710,110,1798862400+10800,,,English,2.0
45,College of Agricultural and Marine Sciences,ANVS2201,3.0,01,Introduction to Veterinary Technology,LAB,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,50,D01,D Common Teaching,Classroom,THU,55,600,710,110,1798862400+10800,,,English,2.0
46,College of Agricultural and Marine Sciences,ANVS3101,3.0,01,Genetics and Animal Breeding,LEC,Department of Animal and Veterinary Sciences,MOHAMMED ALI OBAID AL-ABRI,0,25,D01,D Common Teaching,Classroom,SUN,55,720,830,110,1798887600+10800,,,English,2.0
47,College of Agricultural and Marine Sciences,ANVS3101,3.0,01,Genetics and Animal Breeding,LAB,Department of Animal and Veterinary Sciences,MOHAMMED ALI OBAID AL-ABRI,0,25,D01,D Common Teaching,Classroom,TUE,55,720,830,110,1798887600+10800,,,English,2.0
48,College of Agricultural and Marine Sciences,ANVS3102,3.0,01,Animal Health,LEC,Department of Animal and Veterinary Sciences,SALMA RASHID MUBARAK AL-ADWANI,0,25,NOR,No Room Available,Classroom,SUN,9999,480,590,110,1798430400+10800,,,English,2.0
49,College of Agricultural and Marine Sciences,ANVS3102,3.0,01,Animal Health,LAB,Department of Animal and Veterinary Sciences,SALMA RASHID MUBARAK AL-ADWANI,0,25,FLD,Field,Off Campus Educational Practicles,TUE,3000,480,590,110,1798430400+10800,,,English,2.0
50,College of Agricultural and Marine Sciences,ANVS3104,3.0,01,Anatomy and Histology,LEC,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,50,D01,D Common Teaching,Classroom,THU,55,480,590,110,1798542000+10800,,,English,2.0
51,College of Agricultural and Marine Sciences,ANVS3104,3.0,01,Anatomy and Histology,LAB,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,50,D01,D Common Teaching,Classroom,TUE,55,600,710,110,1798542000+10800,,,English,2.0
52,College of Agricultural and Marine Sciences,ANVS3107,3.0,01,Animal Reproductive Physiology,LEC,Department of Animal and Veterinary Sciences,Atique  Ahmed  Behan,0,30,D02,D Common Teaching,Classroom,SUN,55,855,965,110,1798948800+10800,,,English,2.0
53,College of Agricultural and Marine Sciences,ANVS3107,3.0,01,Animal Reproductive Physiology,LAB,Department of Animal and Veterinary Sciences,Atique  Ahmed  Behan,0,30,FLD,Field,Off Campus Educational Practicles,WED,3000,600,710,110,1798948800+10800,,,English,2.0
54,College of Agricultural and Marine Sciences,ANVS3109,3.0,01,Farm Practicum,LEC,Department of Animal and Veterinary Sciences,WALEED SAID MOHAMMED AL MARZOOQI,0,30,FLD,Field,Off Campus Educational Practicles,SUN,3000,480,590,110,1798430400+10800,,,English,2.0
55,College of Agricultural and Marine Sciences,ANVS3109,3.0,01,Farm Practicum,Field Work,Department of Animal and Veterinary Sciences,WALEED SAID MOHAMMED AL MARZOOQI,0,30,FLD,Field,Off Campus Educational Practicles,TUE,3000,480,590,110,1798430400+10800,,,English,2.0
56,College of Agricultural and Marine Sciences,ANVS3208,3.0,01,Veterinary Immunology,LEC,Department of Animal and Veterinary Sciences,SALMA RASHID MUBARAK AL-ADWANI,0,50,D02,D Common Teaching,Classroom,MON,55,720,830,110,1799208000+10800,,,English,2.0
57,College of Agricultural and Marine Sciences,ANVS3208,3.0,01,Veterinary Immunology,LAB,Department of Animal and Veterinary Sciences,SALMA RASHID MUBARAK AL-ADWANI,0,50,141-R,Agriculture and Marine Sciences,Lab Room,WED,50,720,830,110,1799208000+10800,,,English,2.0
58,College of Agricultural and Marine Sciences,ANVS3211,3.0,01,Veterinary Hematology,LEC,Department of Animal and Veterinary Sciences,ELSHAFIE IBRAHIM ELSHAFIE HASSAN,0,55,D02,D Common Teaching,Classroom,SUN,55,600,710,110,1798603200+10800,,,English,2.0
59,College of Agricultural and Marine Sciences,ANVS3211,3.0,01,Veterinary Hematology,LAB,Department of Animal and Veterinary Sciences,ELSHAFIE IBRAHIM ELSHAFIE HASSAN,0,55,D02,D Common Teaching,Classroom,THU,55,600,710,110,1798603200+10800,,,English,2.0
60,College of Agricultural and Marine Sciences,ANVS4104,3.0,01,Camel Physiology and Husbandry,LEC,Department of Animal and Veterinary Sciences,Atique  Ahmed  Behan,0,50,D01,D Common Teaching,Classroom,TUE,55,855,965,110,1798948800+10800,,,English,2.0
61,College of Agricultural and Marine Sciences,ANVS4104,3.0,01,Camel Physiology and Husbandry,LAB,Department of Animal and Veterinary Sciences,Atique  Ahmed  Behan,0,50,FLD,Field,Off Campus Educational Practicles,WED,3000,480,590,110,1798948800+10800,,,English,2.0
62,College of Agricultural and Marine Sciences,ANVS4107,3.0,01,Animal Nutrition,LEC,Department of Animal and Veterinary Sciences,HANI MOHAMMED MOHAMMED ALZAIAT,0,35,D01,D Common Teaching,Classroom,MON,55,600,710,110,1799146800+10800,,,English,2.0
63,College of Agricultural and Marine Sciences,ANVS4107,3.0,01,Animal Nutrition,LAB,Department of Animal and Veterinary Sciences,HANI MOHAMMED MOHAMMED ALZAIAT,0,35,141-R,Agriculture and Marine Sciences,Lab Room,WED,50,600,710,110,1799146800+10800,,,English,2.0
64,College of Agricultural and Marine Sciences,ANVS4110,3.0,01,Veterinary Pathology and  Necropsy Techniques,LEC,Department of Animal and Veterinary Sciences,HAYTHM ALIELDIN ABDELBASET ALI,0,25,D02,D Common Teaching,Classroom,SUN,55,720,830,110,1798887600+10800,,,English,2.0
65,College of Agricultural and Marine Sciences,ANVS4110,3.0,01,Veterinary Pathology and  Necropsy Techniques,LAB,Department of Animal and Veterinary Sciences,HAYTHM ALIELDIN ABDELBASET ALI,0,25,036,Agriculture and Marine Sciences,Lab Room,TUE,25,720,830,110,1798887600+10800,,,English,2.0
66,College of Agricultural and Marine Sciences,ANVS4112,3.0,01,Diseases of Large Animals,LEC,Department of Animal and Veterinary Sciences,ELSHAFIE IBRAHIM ELSHAFIE HASSAN,0,50,D01,D Common Teaching,Classroom,MON,55,480,590,110,1799035200+10800,,,English,2.0
67,College of Agricultural and Marine Sciences,ANVS4112,3.0,01,Diseases of Large Animals,LAB,Department of Animal and Veterinary Sciences,ELSHAFIE IBRAHIM ELSHAFIE HASSAN,0,50,141-R,Agriculture and Marine Sciences,Lab Room,WED,50,480,590,110,1799035200+10800,,,English,2.0
68,College of Agricultural and Marine Sciences,ANVS4113,3.0,01,Animal Biotechnology,LEC,Department of Animal and Veterinary Sciences,WALEED SAID MOHAMMED AL MARZOOQI,0,30,D10,D Common Teaching,Classroom,SUN,55,720,830,110,1798887600+10800,,,English,2.0
69,College of Agricultural and Marine Sciences,ANVS4113,3.0,01,Animal Biotechnology,LAB,Department of Animal and Veterinary Sciences,WALEED SAID MOHAMMED AL MARZOOQI,0,30,0030,Agriculture and Marine Sciences,Lab Room,TUE,40,720,830,110,1798887600+10800,,,English,2.0
70,College of Agricultural and Marine Sciences,ANVS4213,3.0,01,Diagnostic Microbiology,LEC,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,50,D05,D Common Teaching,Classroom,MON,55,720,830,110,1799208000+10800,,,English,2.0
71,College of Agricultural and Marine Sciences,ANVS4213,3.0,01,Diagnostic Microbiology,LAB,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,50,D05,D Common Teaching,Classroom,WED,55,720,830,110,1799208000+10800,,,English,2.0
72,College of Agricultural and Marine Sciences,ANVS4214,3.0,01,Diseases of Small and Laboratory Animals,LEC,Department of Animal and Veterinary Sciences,Muhammad  Hammad  Hussain,0,20,140R,Agriculture and Marine Sciences,Lab Room,MON,25,600,710,110,1799146800+10800,,,English,2.0
73,College of Agricultural and Marine Sciences,ANVS4214,3.0,01,Diseases of Small and Laboratory Animals,LAB,Department of Animal and Veterinary Sciences,Tarik NABIL AHMED MISK,0,20,140R,Agriculture and Marine Sciences,Lab Room,WED,25,600,710,110,1799146800+10800,,,English,2.0
74,College of Agricultural and Marine Sciences,ANVS4214,3.0,02,Diseases of Small and Laboratory Animals,LEC,Department of Animal and Veterinary Sciences,Muhammad  Hammad  Hussain,0,20,D03,D Common Teaching,Classroom,MON,55,600,710,110,1799146800+10800,,,English,2.0
75,College of Agricultural and Marine Sciences,ANVS4214,3.0,02,Diseases of Small and Laboratory Animals,LAB,Department of Animal and Veterinary Sciences,Tarik NABIL AHMED MISK,0,20,D03,D Common Teaching,Classroom,WED,55,600,710,110,1799146800+10800,,,English,2.0
76,College of Agricultural and Marine Sciences,ANVS4218,2.0,01,Veterinary Public Health,Field Work,Department of Animal and Veterinary Sciences,HAYTHM ALIELDIN ABDELBASET ALI,0,20,FLD,Field,Off Campus Educational Practicles,THU,3000,480,710,230,1798542000+10800,,,English,4.0
77,College of Agricultural and Marine Sciences,ANVS4219,2.0,01,Laboratory Animal Health Rotation,Practical,Department of Animal and Veterinary Sciences,Tarik NABIL AHMED MISK,0,20,FLD,Field,Off Campus Educational Practicles,TUE,3000,480,710,230,1798430400+10800,,,English,4.0
78,College of Agricultural and Marine Sciences,ANVS4219,2.0,02,Laboratory Animal Health Rotation,Practical,Department of Animal and Veterinary Sciences,Muhammad  Hammad  Hussain,0,20,FLD,Field,Off Campus Educational Practicles,SUN,3000,480,710,230,1798430400+10800,,,English,4.0
79,College of Agricultural and Marine Sciences,ANVS4220,2.0,01,Large Animal Health Rotation (2),Practical,Department of Animal and Veterinary Sciences,Tarik NABIL AHMED MISK,0,55,FLD,Field,Off Campus Educational Practicles,SUN,3000,480,710,230,1798702200+10800,,,English,4.0
80,College of Agricultural and Marine Sciences,ANVS4220,2.0,02,Large Animal Health Rotation (2),Practical,Department of Animal and Veterinary Sciences,AHMED SALEH ALI AL ANSARI,0,20,FLD,Field,Off Campus Educational Practicles,TUE,3000,480,710,230,1798702200+10800,,,English,4.0
81,College of Agricultural and Marine Sciences,ANVS4902,3.0,01,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,HANI MOHAMMED MOHAMMED ALZAIAT,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
82,College of Agricultural and Marine Sciences,ANVS4902,3.0,02,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,WALEED SAID MOHAMMED AL MARZOOQI,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
83,College of Agricultural and Marine Sciences,ANVS4902,3.0,03,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,SALMA RASHID MUBARAK AL-ADWANI,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
84,College of Agricultural and Marine Sciences,ANVS4902,3.0,04,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,Muhammad  Hammad  Hussain,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
85,College of Agricultural and Marine Sciences,ANVS4902,3.0,05,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,HAYTHM ALIELDIN ABDELBASET ALI,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
86,College of Agricultural and Marine Sciences,ANVS4902,3.0,06,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,YASMIN ELHAG ELTAHIR AHMED,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
87,College of Agricultural and Marine Sciences,ANVS4902,3.0,07,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,Atique  Ahmed  Behan,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
88,College of Agricultural and Marine Sciences,ANVS4902,3.0,08,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,ELSHAFIE IBRAHIM ELSHAFIE HASSAN,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
89,College of Agricultural and Marine Sciences,ANVS4902,3.0,09,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,AHMED SALEH ALI AL ANSARI,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
90,College of Agricultural and Marine Sciences,ANVS4902,3.0,10,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,Tarik NABIL AHMED MISK,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
91,College of Agricultural and Marine Sciences,ANVS4902,3.0,11,Research Project in Animal and Veterinary Sciences,Project,Department of Animal and Veterinary Sciences,Karim Mohamed Hasan Khalil,0,3,PRO,Project,project,THU,2000,915,1265,350,,,,English,6.0
92,College of Arts and Social Sciences,ARAB1018,3.0,01,An Introduction to Arabic Language and Literature,LEC,Department of Arabic Language and Literature,To Be announced,0,40,F11,F Common Teaching,Classroom,MON,65,855,935,80,1799121600+10800,,,Arabic,3.0
93,College of Arts and Social Sciences,ARAB1018,3.0,01,An Introduction to Arabic Language and Literature,LEC,Department of Arabic Language and Literature,To Be announced,0,40,F11,F Common Teaching,Classroom,WED,65,855,935,80,1799121600+10800,,,Arabic,3.0
94,College of Arts and Social Sciences,ARAB1018,3.0,02,An Introduction to Arabic Language and Literature,LEC,Department of Arabic Language and Literature,AbdalRahman  Mohammad Teama,0,40,F22,F Common Teaching,Classroom,MON,65,600,680,80,1799121600+10800,,,Arabic,3.0
95,College of Arts and Social Sciences,ARAB1018,3.0,02,An Introduction to Arabic Language and Literature,LEC,Department of Arabic Language and Literature,AbdalRahman  Mohammad Teama,0,40,F22,F Common Teaching,Classroom,WED,65,600,680,80,1799121600+10800,,,Arabic,3.0
96,College of Arts and Social Sciences,ARAB1019,3.0,01,Arabic For Non Arabic Speaker,LEC,Department of Arabic Language and Literature,OMAR AHAMEED SDIQ,0,40,F14,F Common Teaching,Classroom,THU,65,480,560,80,1798542000+10800,,,Bilingual,3.0
97,College of Arts and Social Sciences,ARAB1019,3.0,01,Arabic For Non Arabic Speaker,LEC,Department of Arabic Language and Literature,OMAR AHAMEED SDIQ,0,40,F14,F Common Teaching,Classroom,TUE,65,600,680,80,1798542000+10800,,,Bilingual,3.0
98,College of Arts and Social Sciences,ARAB1021,3.0,01,Language Skills for Law,LEC,Department of Arabic Language and Literature,MOHAMED SULAIMAN MOHAMED AL AMIRI,0,32,F43,F Common Teaching,Classroom,MON,32,720,800,80,1798529400+10800,,,Arabic,3.0
99,College of Arts and Social Sciences,ARAB1021,3.0,01,Language Skills for Law,LEC,Department of Arabic Language and Literature,MOHAMED SULAIMAN MOHAMED AL AMIRI,0,32,F43,F Common Teaching,Classroom,WED,32,720,800,80,1798529400+10800,,,Arabic,3.0
100,College of Arts and Social Sciences,ARAB1021,3.0,02,Language Skills for Law,LEC,Department of Arabic Language and Literature,To Be announced,0,40,F25,F Common Teaching,Classroom,MON,65,975,1055,80,1798529400+10800,,,Arabic,3.0
101,College of Arts and Social Sciences,ARAB1021,3.0,02,Language Skills for Law,LEC,Department of Arabic Language and Literature,To Be announced,0,40,F25,F Common Teaching,Classroom,WED,65,975,1055,80,1798529400+10800,,,Arabic,3.0
102,College of Arts and Social Sciences,ARAB1021,3.0,03,Language Skills for Law,LEC,Department of Arabic Language and Literature,MOHAMED SULAIMAN MOHAMED AL AMIRI,0,45,F53,F Common Teaching,Classroom,THU,65,480,560,80,1798529400+10800,,,Arabic,3.0
103,College of Arts and Social Sciences,ARAB1021,3.0,03,Language Skills for Law,LEC,Department of Arabic Language and Literature,MOHAMED SULAIMAN MOHAMED AL AMIRI,0,45,F53,F Common Teaching,Classroom,TUE,65,600,680,80,1798529400+10800,,,Arabic,3.0
104,College of Arts and Social Sciences,ARAB1060,2.0,01,Arabic,LEC,Department of Arabic Language and Literature,Ibrahim Said Mohammed Al-Maskari,0,140,DLR,Distance Learning,Distance Learning Room,SUN,500,600,680,80,1798106400+7200,,,Arabic,3.0
105,College of Arts and Social Sciences,ARAB1060,2.0,01,Arabic,LEC,Department of Arabic Language and Literature,Ibrahim Said Mohammed Al-Maskari,0,140,DLR,Distance Learning,Distance Learning Room,TUE,500,600,680,80,1798106400+7200,,,Arabic,3.0
106,College of Arts and Social Sciences,ARAB1060,2.0,02,Arabic,LEC,Department of Arabic Language and Literature,TAREK SOLIMAN MOSTAFA,0,99,DLR,Distance Learning,Distance Learning Room,SUN,500,855,935,80,1798106400+7200,,,Arabic,3.0
107,College of Arts and Social Sciences,ARAB1060,2.0,02,Arabic,LEC,Department of Arabic Language and Literature,TAREK SOLIMAN MOSTAFA,0,99,DLR,Distance Learning,Distance Learning Room,TUE,500,855,935,80,1798106400+7200,,,Arabic,3.0
108,College of Arts and Social Sciences,ARAB1060,2.0,03,Arabic,LEC,Department of Arabic Language and Literature,MHD NOUREDDIN MHD EID ALMUNJED,0,99,DLR,Distance Learning,Distance Learning Room,MON,500,600,680,80,1798106400+7200,,,Arabic,3.0
